PUNTO_LEV,ID_UNICO,FOLIO,CALLE_LEV,CALLE_1,CALLE_2,RESUL,F1,P1,MUNORI,P2_COL,P2_REF1,P2_REF2,P3,MUNDES,P4_COL,P4_REF1,P4_REF2,P5,P6,P7_HR,P7_MIN,P8_HR,P8_MIN,P9,P9_1,P10,P11,P11_1,P12,P13,P14_1,P14_2,P14_3,P14_4,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1,P17_2,P17_3,P18,P19,P20,P21_NIVEL,NIVEL,P21_AÑO,P22,P23,P23_1,P24,P24_1,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P27,FACTOR
29,417,23,AV. JARDIN,AV. CENRTRAL,CALLE 19,1,63,1,09002,AGUILERA,CALLE 7,CALLE CIPRES Y CALLE 12,2,09002,INDUSTRIAL VALLEJO,NORTE 45,PONIENTE 128,3,1,17,0,17,40,2,0.0,,2,0.0,,1,1,1,1,1,10,1,1,2,2,1,1,1,1,2,,,,1,1,1,4,3,3,700,1000,1,1,2,4,2,2,2,2,2,2,2,2,4,19.62
29,421,27,AV. JARDIN,AV. CENTRAL,CALLE 19,1,17,2,09002,CEDROS,NO HAY REFERENCIA,NO HAY REFERENCIA,2,09002,PROHOGAR,CALLE 5,CALLE 8,4,1,18,0,19,0,1,3.0,3,2,0.0,,1,1,1,1,1,10,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,300,1000,1,1,2,4,1,2,1,2,2,2,2,2,4,19.62
33,465,2,ISABEL LA CATOLICA,NIÐOS HEROES,,1,48,1,09014,PORTALES,DEPORTIVO,,2,09014,SAN SIMON,,,4,8,9,50,10,30,1,1.0,2,2,0.0,,1,1,3,4,3,1,2,1,2,2,2,2,2,2,1,2,7,1,1,1,1,5,4,3,50,4500,3,1,2,4,2,2,2,2,2,2,2,1,4,68.81
33,478,15,ISABEL LA CATOLICA,NIÐOS HEROES,,1,55,2,09014,PORTALES,MERCADO DE PORTALES,,2,09017,CENTRO,CARRETONES,FRAY SERVANDO,4,8,14,20,14,58,2,0.0,,2,0.0,,1,1,1,1,1,10,1,1,2,1,1,1,2,1,1,1,3,2,2,,1,5,4,3,70,3500,3,1,2,2,2,1,2,2,2,2,2,2,4,68.81
14,125,6,RIO DE GUADALUPE,BARBONESA,COLINA,1,34,2,09012,JARDINES EN LA MONTAÐA,CCH SUR,CERCA SIX F.,1,09010,PUENTE COLORADO,TERMINAL DE RUTA 43,ANDADOR 1,5,2,17,0,18,0,2,0.0,,2,0.0,,1,3,1,4,4,6,2,1,2,2,1,1,2,1,2,,,,2,,1,8,5,5,200,15000,5,1,2,4,2,2,1,2,2,2,2,2,3,12.71
16,131,3,AV JALALPA,AV JALALPA,DIAZ ORDAZ,1,21,1,09010,JALALPA EL GRANDE,AV JALALPA,CDA CAXAPA,4,09010,JALALPA EL GRANDE,AV JALALPA,,4,4,16,10,16,30,2,0.0,,2,0.0,,2,3,3,3,3,7,2,2,2,2,2,2,2,2,2,,,,2,,1,5,4,3,600,999999,3,1,2,4,2,2,2,2,1,2,2,1,3,55.92
12,110,5,CALZADA DESIERTO DE LOS LEONES,LA PALMAS,,1,21,2,09010,,BARRANCA DEL MUERTO,,1,09010,SANTA ROSA,,,5,2,15,45,17,15,1,3.0,4,2,0.0,,2,3,3,3,1,8,1,2,1,2,1,1,2,2,1,3,3,2,2,,1,4,3,3,800,3900,3,1,2,1,2,2,2,2,2,2,2,2,4,30.31
10,90,2,AV. ISIDRO ALTO LERMA,GUADALUPE VICTORIA,ANDADOR 1,1,20,1,09010,CORPUS CRISTI,MERCADO,,2,09014,MEMBRILLO,BASE MICROS MIXCOAC,,2,1,8,30,9,30,2,0.0,,2,0.0,,2,3,1,3,3,1,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,350,1500,2,1,2,2,2,1,2,2,2,2,2,2,4,8.47
29,405,11,AV. JARDIN,AV. CENTRAL,CALLE 19,1,67,4,09002,EUSKALI,636,BOULEVARD DE LOS FERROCARRILES,1,09002,VALLEJO,27,25,5,2,14,0,14,30,2,0.0,,1,3.0,6,1,2,3,4,4,5,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,200,1000,1,1,2,4,2,2,2,2,2,2,2,2,4,19.62
28,387,17,CALZADA CAMARONES,NORTE 67,BEGONIAS,1,23,1,09002,SAN PEDRO XALPA,PANTEON SAN ISIDRO,,2,09002,NUEVA SANTA MARIA,PARQUE REVOLUCION,,5,1,13,30,14,20,2,0.0,,2,0.0,,1,3,3,4,2,6,1,1,1,2,1,1,2,1,1,3,3,2,2,,1,5,4,3,200,4000,3,1,2,2,2,2,1,2,2,2,2,2,6,47.57
28,372,2,CALZADA CAMARONES,YUCA,CLAVELINAS,1,33,1,15112,SAN LUCAS,GASERA,,2,09002,OBRERO POPULAR,AV. CAMARONES,,4,10,7,0,8,30,1,2.0,2,1,3.0,8,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,,,,1,1,1,4,3,3,300,4000,3,1,2,2,2,2,2,2,2,2,2,1,6,47.57
28,393,23,CALZADA CAMARONES,NORTE 67,BEGONIAS,1,28,1,09002,SAN PEDRO XALPA,PANTEON SAN ISIDRO,,2,09002,PROHOGAR,,,5,1,18,0,19,0,1,3.0,2,1,3.0,7,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,,,,2,,1,5,3,2,40,8000,4,1,2,1,2,2,2,2,2,2,2,2,6,47.57
34,491,7,SIMON BOLIVAR,SIMON BOLIVAR,FERNANDO,1,25,6,09014,ALAMOS,,,2,09014,ALAMOS,,,1,1,10,40,10,55,2,0.0,,2,0.0,,1,2,3,2,3,1,2,1,2,2,1,1,1,2,1,2,4,1,2,,1,4,3,3,50,988888,2,1,2,2,1,2,2,2,2,2,2,2,3,32.11
35,502,1,AV UNIVERSIDAD,SAN LORENZO,,1,99,1,09017,LORENZO BOTURINI,,,2,09017,,,,4,1,8,10,9,10,2,0.0,,1,2.0,8,1,2,3,4,1,2,1,8,1,2,1,1,1,2,1,2,5,1,1,1,1,5,3,1,400,8000,4,1,2,1,2,1,1,2,2,2,2,1,3,79.02
33,470,7,ISABEL LA CATOLICA,NIÐOS HEROES,,1,47,2,09014,POSTAL,FRENTE A LA GASOLINERIA,,2,09014,POSTAL,FRENTE A LA GASOLINERIA,,5,1,11,28,11,55,2,0.0,,2,0.0,,1,4,1,1,4,10,2,1,2,2,1,1,1,1,2,,,,2,,1,8,5,4,80,5500,3,1,2,2,2,2,2,2,2,2,1,1,4,68.81
24,278,11,AV. DE LAS GRANJAS,ANTIGUA CALZADA GUADALUPE,PRIVADA TLATENCO,1,17,1,09002,SANTA BARBARA,,,3,09002,SANTO TOMAS,POR LA VOCACIONAL,,3,3,11,50,12,5,1,1.0,3,2,0.0,,2,2,4,2,4,1,2,1,2,2,1,1,2,2,1,2,3,1,1,1,1,5,3,2,200,1600,2,1,2,2,2,2,2,2,2,2,2,2,4,37.55
23,250,1,REAL DE SAN MARTIN,TEPANTONGO,,1,46,1,09002,FERROCARRILES NACIONALES,,,2,09002,MIGUEL HIDALGO,,,5,1,7,45,7,50,2,0.0,,2,0.0,,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,1,1,1,4,3,3,988888,999999,9,1,2,4,2,2,2,2,2,2,2,1,4,77.19
25,292,4,JERUSALEN,22 DE FEBRERO,AHUACATITLA,1,27,1,09002,SAN MARCOS,DEPORTIVO,,2,09002,SAN MATEO,,,1,1,8,0,8,35,2,0.0,,2,0.0,,1,2,4,4,1,1,1,1,2,2,1,1,1,1,2,,,,2,,1,8,5,4,50,20000,6,1,2,4,2,2,2,2,2,2,2,1,4,26.46
23,255,6,REAL DE SAN MARTIN,TEPANTONGO,,1,62,1,09002,NUEVA ESPAÐA,,,2,09002,SAN ANDRES,,,5,1,8,25,8,35,2,0.0,,2,0.0,,2,1,1,4,1,1,2,1,2,2,1,1,1,1,2,,,,2,,1,4,3,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,1,6,77.19
22,231,9,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,63,1,09002,SAN MIGUEL AMATLA,,,2,09002,SAN MIGUEL,,,5,1,9,10,9,45,2,0.0,,1,1.0,6,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,2,6,100,500,1,1,2,4,2,2,2,2,2,2,2,2,5,36.41
22,246,24,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,72,1,09002,HUIZOTLA,,,4,09002,SAN MIGUEL AMANTLA,,,5,4,15,28,15,40,2,0.0,,2,0.0,,2,1,1,2,3,1,2,1,2,1,1,1,1,1,1,3,3,2,1,2,1,5,4,3,50,500,1,1,2,4,2,2,2,2,1,2,2,2,4,36.41
23,264,15,REAL DE SAN MARTIN,TEPANTONGO,,1,40,3,09002,AQUILES SERDAN,CCH AZCAPO,,1,09002,SANTA BARBARA,AZCAPOTZALCO,,3,2,14,0,14,20,2,0.0,,2,0.0,,1,3,2,3,2,5,2,1,2,2,1,1,1,1,1,2,1,1,2,,1,5,4,3,100,999999,3,1,2,1,2,2,2,2,2,2,2,1,6,77.19
19,162,12,AV. DE LAS CULTURAS,CULTURA GRIEGA,,1,44,2,15104,REYES DE IXTACALA,,,1,09002,EL ROSARIO,,,2,2,10,0,10,30,2,0.0,,2,0.0,,2,4,2,2,3,10,2,1,2,2,1,1,2,2,1,1,3,2,1,1,1,7,4,3,100,8000,4,1,2,1,2,2,2,2,1,2,2,1,6,71.66
20,175,4,EL ROSARIO,AQUILES SERDAN,,1,31,1,09002,REYNOSA,,,2,15057,NAUCALPAN,WILSON,,9,1,7,40,8,0,2,0.0,,1,1.0,7,1,3,3,2,3,7,2,1,2,2,1,2,2,2,2,,,,1,1,1,5,4,3,300,999999,1,1,2,1,2,2,2,2,2,2,2,1,4,26.05
21,202,1,FAJA DE ORO,CERRO AZUL,,1,59,1,09002,AZCAPOTZALCO,TEZOZOMOC,,2,15057,AVIZOTLA,,,5,1,7,40,8,0,2,0.0,,2,0.0,,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,,,,1,1,1,3,2,6,100,6000,3,1,2,1,2,2,2,2,2,2,2,2,4,25.29
19,167,17,AV. DE LAS CULTURAS,CULTURA GRIEGA,,1,29,3,15104,IXTACALA,,,1,09002,SAN PEDRO JARPA,,,2,2,13,10,13,30,2,0.0,,2,0.0,,2,4,4,4,4,10,1,1,2,1,2,1,2,2,2,,,,1,1,2,8,4,3,200,3000,2,1,2,1,2,2,2,2,2,2,2,1,6,71.66
20,185,14,EL ROSARIO,AQUILES SERDAN,,1,71,1,09002,PRESIDENTE MADERO,,,4,09002,EL ROSARIO,,,4,4,9,10,9,35,2,0.0,,2,0.0,,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,,,,1,1,1,5,4,3,999999,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,26.05
20,177,6,EL ROSARIO,AQUILES SERDAN,,1,65,1,09005,EL COYOL,,,2,09005,,LA DELEGACION,,5,1,8,0,8,20,2,0.0,,2,0.0,,1,1,1,4,1,1,2,1,2,1,2,2,2,1,2,,,,1,1,1,3,2,6,400,999999,9,1,2,1,1,2,2,2,2,2,2,1,4,26.05
20,179,8,EL ROSARIO,AQUILES SERDAN,,1,60,7,09002,,TOUR CENTER ROSARIO,,1,09002,SANTA INES,,,5,2,8,0,8,30,2,0.0,,2,0.0,,1,4,1,1,4,10,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,999999,999999,9,1,2,3,1,2,2,2,2,2,2,2,6,26.05
36,520,9,SAN FRANCISCO,SAN FRANCISCO,SAN BORJA,1,54,1,09014,NARVARTE,LA QUEMADA,TORRE SABAL,2,09014,DEL VALLE,ERIBERTO FRIAS,,3,1,15,20,15,56,2,0.0,,2,0.0,,1,4,4,4,4,3,1,2,1,1,2,2,2,2,2,,,,2,,1,4,3,3,500,4000,3,1,2,2,1,2,2,2,2,2,2,1,6,109.36
6,56,8,PASEO DEL PEDREGAL,DE LA LAVA,DE LA LAVA,1,30,5,09010,SAN ANGEL,,,2,09003,COPILCO,PLAZA LORETO,,5,2,18,0,18,25,2,0.0,,2,0.0,,2,2,1,2,3,7,1,1,2,2,1,1,2,2,1,2,3,2,2,,2,6,4,3,0,999999,4,1,2,4,2,2,2,2,2,2,2,1,3,27.53
9,80,6,VASCO DE QUIROGA,POLVORA,,1,23,4,09010,LA MEXICANA,,,4,09010,LA MEXICANA,,,4,9,14,0,14,15,2,0.0,,2,0.0,,1,2,4,4,4,7,1,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,200,5000,3,1,2,4,2,2,2,2,2,2,2,2,4,26.72
38,523,2,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,40,1,09010,BARRANCA DEL MUERTO,,,2,09014,NARVARTE,,,5,1,7,20,8,8,2,0.0,,2,0.0,,2,4,3,3,4,3,1,1,2,2,1,2,2,2,2,,,,2,,1,3,2,6,200,4000,3,1,2,4,2,2,2,2,2,2,2,2,3,21.46
38,522,1,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,29,1,09014,NARVARTE,,,2,09014,NARVARTE,,,3,1,7,15,7,30,2,0.0,,2,0.0,,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,,,,2,,1,8,5,4,100,5000,3,1,2,4,2,2,1,2,2,2,2,2,3,21.46
41,581,10,EXTREMADURA,CIRCUITO INTERIOR,,1,65,1,09007,VALLE DE LUCES,,,4,09015,TLATELOLCO,,,4,4,11,15,13,40,1,1.0,2,2,0.0,,1,3,3,2,4,8,1,1,1,1,1,1,2,1,1,2,9,1,2,,1,5,4,3,60,10000,4,1,1,4,2,2,2,2,1,2,2,2,1,68.69
39,106,7,ANEXAGORAS,OBRERA MUNDIAL,,1,30,1,09014,NARVARTE,,,4,09014,NARVARTE,,,1,4,15,0,15,40,2,0.0,,2,0.0,,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,,,,1,2,2,8,5,4,500,988888,9,1,2,3,1,2,1,2,2,2,2,2,4,44.717508
41,572,1,EXTREMADURA,CIRCUITO INTERIOR,,1,43,1,09014,MIXCOAC,,,2,09015,ROMA,,,4,1,7,50,8,30,2,0.0,,2,0.0,,1,1,1,4,1,7,2,2,2,2,2,2,2,2,2,,,,2,,1,5,4,3,40,10000,4,2,2,1,2,2,1,2,2,2,2,2,1,825.78
43,609,3,MELCHOR OCAMPO,OMEGA,MELCHOR OCAMPO,1,48,1,09003,SANTO DOMINGO,CHEDRAHUI,,2,09014,PARQUE DE GOYA,UNA CUADRA METRO MIXCOAC,,4,1,10,0,11,0,1,3.0,4,1,4.0,6,2,3,1,3,3,1,2,2,2,2,2,2,2,1,2,,,,2,,1,4,3,3,200,4000,3,1,2,2,1,2,2,2,2,2,2,2,3,279.11
42,604,11,FEBO,INSURGENTES SUR,,1,48,7,09014,,AV. INSURGENTES,,1,09014,,AV. MINERVA,,5,2,15,20,16,0,1,2.0,2,2,0.0,,2,3,9,3,1,4,2,2,2,2,2,2,8,8,1,2,9,8,2,,1,4,3,3,50,4000,3,1,2,1,1,2,2,2,2,2,2,1,6,57.3
41,591,20,EXTREMADURA,CIRCUITO INTERIOR,,1,23,4,09014,NAPOLES,,,1,09010,ARVIDE,,,5,2,17,59,18,51,2,0.0,,2,0.0,,2,1,1,8,1,5,1,1,2,2,1,1,1,1,1,2,1,2,2,,1,5,3,1,200,8000,4,1,2,4,2,2,1,2,2,2,2,2,1,68.69
44,617,5,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS REYES,1,45,5,09003,SANTO DOMINGO COYOACAN,SECUNDARIA 153,,2,09003,,ESCUELA,EMILIANO ZAPATA,5,1,15,0,15,45,2,0.0,,2,0.0,,1,1,1,1,1,10,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,5,4,3,100,1200,2,1,2,4,2,2,2,2,2,2,2,2,3,147.43
45,627,5,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,44,1,09015,VISTA ALEGRE,METRO CHABACANO,SAN ANTONIO ABAD,2,09003,SANTA URSULA,ESTADIO AZTECA,,3,1,13,0,13,29,2,0.0,,2,0.0,,1,4,4,4,3,1,1,2,2,2,1,2,2,2,2,,,,2,,2,7,4,3,100,500,1,1,2,4,2,2,2,2,2,2,2,2,3,45.5
68,909,15,LERDO,MOSQUETA,,1,27,1,09005,LINDAVISTA,,,2,09015,DOCTORES,,,5,1,12,0,12,40,1,1.0,3,2,0.0,,1,4,1,3,4,1,1,1,1,2,1,2,2,2,1,3,6,1,1,1,1,8,5,5,100,12000,5,1,2,1,2,2,2,2,2,2,2,1,4,22.38
67,879,25,JUVENTINO ROSAS,LAZARO CARDENAS,,1,42,1,09015,SAN SIMON,,,7,09015,PERALVILLO,,,4,9,13,30,14,10,2,0.0,,2,0.0,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,0,150,1600,2,6,2,2,1,2,2,2,2,1,2,2,4,9.78
68,908,14,LERDO,MOSQUETA,,1,22,7,09015,ATLANPA,,,5,09015,GUERRERO,,,5,10,11,20,11,48,1,2.0,4,2,0.0,,1,1,1,1,2,7,1,1,2,1,1,1,2,1,2,,,,2,,2,8,4,1,50,7000,4,1,2,1,2,2,2,2,2,2,2,1,4,22.38
72,1003,4,MANUEL MARIA CONTRERAS,JAMES SULLIVAN,,1,38,1,09016,UN HOGAR PARA NOSOTROS,DIAZ MIRON,MAESTRA RURAL,2,09015,SAN RAFAEL,ANTONIO CASO,SULLIVAN,5,1,9,30,10,15,2,0.0,,2,0.0,,1,1,4,1,1,10,1,1,2,2,1,1,1,1,2,,,,1,1,1,5,4,3,200,6000,3,3,2,4,2,2,2,2,2,2,2,2,4,313.8
54,754,2,DIVISION DEL NORTE,DIVISION DEL NORTE,BENITO JUAREZ,1,24,1,09003,AJUSCO,NAHUATLACAS,PANTEON,2,09003,ESPARTACO,CALLE 11,CALLE 4,4,1,6,0,6,55,1,3.0,4,2,0.0,,1,4,4,4,8,3,2,2,2,2,1,1,2,2,2,,,,2,,1,5,3,2,500,6000,3,1,2,2,1,2,2,2,2,2,2,2,3,136.63
52,729,10,CALCADA DE LAS BOMBAS,CANDELARIA PEREZ,CALZADA DE LAS BOMBAS,1,50,2,09003,ALIANZA CULHUACAN,LAS BOMBAS,,4,09003,CULHUACAN,LAS BOMBAS,,5,1,9,40,10,30,2,0.0,,2,0.0,,1,1,4,4,4,1,1,2,1,2,1,2,2,2,1,2,3,8,2,,1,4,3,3,40,999999,3,1,2,4,1,2,2,2,2,2,2,1,4,149.49
52,735,16,CALCADA DE LAS BOMBAS,CANDELARIA PEREZ,LAS BOMBAS,1,29,3,09003,PRADO COYOACAN,LAS BOMBAS,,1,09011,ZAPOTITLA,AV TLAHUAC,,1,2,17,0,18,0,1,6.0,2,2,0.0,,2,1,2,3,3,4,2,2,2,2,1,1,2,2,2,,,,2,,1,8,4,3,30,999999,9,6,2,2,2,2,2,2,2,2,2,1,6,149.49
53,742,5,AV. CANAL DE MIRAMONTES,MIRAMONTES,LAS BOMBAS,1,21,3,09003,CULHUACAN,,,1,09003,JARDINES DE COYOACAN,,,1,2,10,15,11,0,2,0.0,,2,0.0,,2,3,3,3,3,1,2,2,2,2,2,1,2,2,2,,,,2,,2,5,3,1,988888,999999,9,1,2,2,2,2,1,2,2,2,2,2,4,115.54
49,682,8,SANTA ANA,SANTA ANA,PIEDRA DEL SOL,1,35,7,09003,EDUCACION,TIENDA CASTELLANO QUINTOS,ACHIPOLIDOS,5,09003,AVANTE,TIENDAS DE MASCOTAS,,4,8,12,30,12,50,2,0.0,,2,0.0,,1,8,8,8,8,2,2,2,2,2,2,2,2,2,1,2,9,8,2,,1,4,3,3,300,2500,2,1,2,2,2,1,2,2,2,2,2,2,3,83.83
48,668,3,REY NEZAHUALCOYOTL,REY NEZAHUALCOYOTL,AV. AZTECAS,1,45,2,09003,PEDREGAL SAN ANTONIO,PATRICIA MAYTE,,4,09003,PEDREGAL SANTO DOMINGO,,,2,1,9,0,10,0,2,0.0,,2,0.0,,2,1,8,8,8,1,2,2,2,2,2,2,2,2,1,2,3,2,2,,1,4,3,3,100,999999,9,1,2,4,2,2,2,2,2,2,2,2,3,225.04
69,934,5,JOSE SOTERO CASTAÑEDA,CALZADA CHABACANO,JOSE SOTERO CASTAÐEDA,1,40,2,09017,MERCED,UNION,CONGRESO,4,09015,ASTURIAS,CALZ DEL TLALPAN,,4,4,13,20,14,0,1,2.0,4,1,1.0,8,1,4,4,4,4,10,2,2,2,2,2,2,2,2,2,,,,1,1,1,5,4,3,500,999999,6,1,2,4,2,2,1,2,2,2,2,2,2,166.36
69,938,10,JOSE SOTERO CASTAÑEDA,CALZADA CHABACANO,,1,24,1,09015,ASTURIAS,JOSE SOTERO CASTAÐEDA,,3,09015,GLORIETA DE INSURGENTES,,,5,3,14,21,15,20,2,0.0,,2,0.0,,2,3,3,4,4,2,2,1,1,1,1,1,1,1,2,,,,2,,1,8,5,5,200,2000,2,1,2,4,2,2,1,2,2,2,2,2,2,166.36
70,961,13,MOSQUETA,GUERRERO,,1,55,3,09002,CASCO DE SANTO TOMAS,,,1,09005,SALVADOR DIAZ MIRON,,,4,2,10,30,12,0,2,0.0,,2,0.0,,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,,,,2,,1,4,3,3,988888,999999,3,1,2,4,2,2,2,2,2,2,2,2,3,65.71
70,966,18,MOSQUETA,GUERRERO,,1,37,2,09015,GUERRERO,,,2,09002,,,,4,8,13,10,14,0,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,2,2,1,2,2,2,2,,,,2,,1,4,3,3,100,999999,3,1,2,2,2,2,2,2,2,2,1,2,3,65.71
85,1282,17,PONIENTE 134,NORTE 23 A,AV. 100 METROS,1,30,1,09005,NUEVA VALLEJO,PONIENTE 134,VALLEJO,2,09005,NUEVA VALLEJO,PONIENTE 134,VALLEJO,4,1,19,0,21,0,2,0.0,,1,2.0,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,1,1,2,3,2,6,500,6000,3,1,2,2,1,2,2,2,2,2,2,2,4,39.3
85,1274,9,PONIENTE 134,NORTE 23 A,100 METROS,1,42,1,09005,NUEVA VALLEJO,PONIENTE 128,PONIENTE 126,2,09005,NUEVA VALLEJO,PONIENTE 128,PONIENTE 126,4,1,13,20,14,10,2,0.0,,2,0.0,,1,1,1,1,1,10,2,1,2,2,2,1,2,2,2,,,,2,,2,7,4,3,50,6000,3,1,2,4,1,1,2,1,2,2,2,1,4,39.3
87,1319,19,FERNANDO AMILPA,ENRIQUE TORRES,FERNANDO AMILPA,1,40,2,09005,CARRERA COYOL,,,1,15104,SAN JUANICO IXHUASTEPEC,,,5,2,13,0,17,50,1,5.0,4,1,1.0,5,2,4,3,4,3,3,2,1,2,2,1,2,1,2,2,,,,1,1,1,3,1,4,500,5000,3,1,2,2,1,2,2,2,2,2,2,2,4,37.11
86,1293,11,ACUEDUCTO DE GUADALUPE,AV. RIO DE LOS REMEDIOS,,1,24,1,09005,SANTA MARIA TICOMAN,ACUEDUCTO,,3,09005,LINDAVISTA,"AV, POLI",MIGUEL BERNAL,1,3,12,30,12,59,2,0.0,,2,0.0,,2,2,1,4,4,2,2,2,2,2,2,2,2,1,2,,,,2,,1,8,4,3,200,999999,9,1,2,1,2,2,2,2,2,2,2,2,4,72.46
83,1248,14,SANTIAGO ATEPETLAC,CALLE 29,CALLE 1,1,14,3,09005,GUADALUPE PROLETARIA,CALLE 20,,1,09005,GUADALUPE PROLETARIA,,,5,2,15,0,15,20,1,1.0,2,2,0.0,,2,4,3,4,2,2,2,2,2,2,2,2,2,1,1,2,9,1,2,,1,4,2,2,200,999999,9,1,2,4,1,2,2,2,2,2,2,1,4,50.48
83,1244,10,SANTIAGO ATEPETLAC,CALLE 29,CALLE 1,1,27,3,09005,GUADALUPE PROLETARIA,,,1,09005,GUADALUPE PROLETARIA,COCINA ECONOMICA,,5,2,12,5,12,19,2,0.0,,2,0.0,,2,4,4,4,4,1,2,2,2,2,1,1,2,2,2,,,,2,,1,4,3,3,150,3500,3,1,2,1,1,2,2,2,2,2,2,1,4,50.48
90,1400,45,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,29,2,09005,,PONIENTE 110,PONIENTE 112,1,09005,,PONIENTE 112,PONIENTE 114,2,2,19,1,20,30,2,0.0,,2,0.0,,2,1,1,1,1,3,2,2,2,2,2,2,2,2,1,2,4,2,2,,1,8,4,3,300,999999,3,1,2,3,2,2,2,2,2,2,2,2,4,26.68
91,1408,5,LEON DE LOS ALDAMA,OCTUMBA,,1,32,1,09005,25 DE JULIO,RIO GRANDE,FRESNILLO,3,09005,SAN FELIPE DE JESUS,LEON ALDAMA,,5,3,12,15,13,5,1,1.0,4,2,0.0,,1,4,4,4,4,10,2,2,2,2,1,2,1,1,2,,,,1,2,2,5,4,3,200,999999,2,1,2,1,2,2,2,2,2,2,2,2,4,164.5
91,1406,3,LEON DE LOS ALDAMA,OCTUMBA,,1,60,1,09005,VALLE GUADALUPE,,,2,09005,NUEVA ATZACOALCO,,,4,1,7,0,9,0,1,6.0,4,1,1.0,6,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,,,,2,,2,3,2,6,60,999999,1,1,2,2,2,2,2,2,2,2,2,2,6,164.5
92,1444,22,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,33,1,09005,NUEVA AZCAPOTZALCO,,,7,09005,VASCO DE QUIROGA,,,4,6,13,50,14,20,2,0.0,,2,0.0,,1,1,1,4,4,8,1,1,2,2,1,2,2,1,2,,,,2,,2,5,4,3,100,2600,2,1,2,1,1,2,1,2,2,2,2,1,1,15.21
80,1190,5,DARIO FERNANDEZ,ROBERTO PEDRAZA,DARIO FERNANDEZ,1,77,1,09005,LOMAS DE CUAHUTEPEC,,,5,09005,CASTILLO CHICO,,,5,10,10,10,10,50,1,1.0,2,1,2.0,6,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,1,2,1,3,1,1,20,1200,2,1,2,1,1,2,2,2,2,2,2,2,4,27.57
92,1446,24,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,62,2,09005,VASCO DE QUIROGA,,,4,09005,VASCO DE QUIROGA,,,4,4,14,46,14,55,2,0.0,,2,0.0,,1,4,1,4,4,7,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,8,4,2,300,3500,3,1,2,1,1,1,2,2,2,2,2,2,1,15.21
94,1501,15,FERROCARRIL HIDALGO HIDALGO,VICTORIA,FC HIDALGO,1,64,7,09005,ESTRELLA,,,2,09005,GPE TEPEYAC,ABEL,SARA,2,5,17,0,17,25,2,0.0,,2,0.0,,1,4,4,4,4,3,2,2,2,2,2,2,2,2,2,,,,2,,1,3,2,6,270,6000,3,1,2,2,2,1,2,2,2,2,2,2,4,110.99
92,1457,35,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,24,1,09005,PROVIDENCIA,,,7,09005,VASCO DE QUIROGA,,,4,9,17,30,18,0,2,0.0,,2,0.0,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,,,,2,,1,5,4,3,988888,4400,3,1,2,4,2,2,1,2,2,2,2,2,1,15.21
