Día de la semana,Día,Mes,Año,Fecha,Reforma,Revolución,Patriotismo,total
lunes,10,diciembre,2018,2018-12-10,3459,814,1159,5432
martes,11,diciembre,2018,2018-12-11,3521,663,123,4307
miercoles,12,diciembre,2018,2018-12-12,3084,822,1109,5015
jueves,13,diciembre,2018,2018-12-13,3635,722,1136,5493
viernes,14,diciembre,2018,2018-12-14,3518,849,1065,5432
sabado,15,diciembre,2018,2018-12-15,1897,386,655,2938
domingo,16,diciembre,2018,2018-12-16,1473,532,549,2554
lunes,17,diciembre,2018,2018-12-17,3385,764,1023,5172
martes,1,enero,2019,2019-01-01,1406,242,290,1938
miercoles,2,enero,2019,2019-01-02,2665,575,747,3987
jueves,3,enero,2019,2019-01-03,2978,655,796,4429
viernes,4,enero,2019,2019-01-04,3133,662,846,4641
sabado,5,enero,2019,2019-01-05,1777,616,577,2970
domingo,6,enero,2019,2019-01-06,1553,328,526,2407
lunes,7,enero,2019,2019-01-07,3521,770,1202,5493
martes,8,enero,2019,2019-01-08,3648,618,1245,5511
miercoles,9,enero,2019,2019-01-09,3730,964,1415,6109
jueves,10,enero,2019,2019-01-10,3835,719,1422,5976
viernes,11,enero,2019,2019-01-11,3846,964,1451,6261
sabado,12,enero,2019,2019-01-12,1985,509,770,3264
domingo,13,enero,2019,2019-01-13,1733,601,685,3019
lunes,14,enero,2019,2019-01-14,3600,581,1293,5474
martes,15,enero,2019,2019-01-15,3972,913,1404,6289
miercoles,16,enero,2019,2019-01-16,3981,636,1422,6039
jueves,17,enero,2019,2019-01-17,3973,824,1309,6106
viernes,18,enero,2019,2019-01-18,3923,554,1303,5780
sabado,19,enero,2019,2019-01-19,2194,678,718,3590
domingo,20,enero,2019,2019-01-20,1949,376,615,2940
lunes,21,enero,2019,2019-01-21,3808,982,1238,6028
martes,22,enero,2019,2019-01-22,4119,432,1381,5932
miercoles,23,enero,2019,2019-01-23,3893,939,1392,6224
jueves,24,enero,2019,2019-01-24,4077,658,1223,5958
viernes,25,enero,2019,2019-01-25,4170,887,1361,6418
sabado,26,enero,2019,2019-01-26,2340,432,740,3512
domingo,27,enero,2019,2019-01-27,2165,643,841,3649
lunes,28,enero,2019,2019-01-28,3863,737,1372,5972
martes,29,enero,2019,2019-01-29,1038,1014,1431,3483
miercoles,30,enero,2019,2019-01-30,0,716,1410,2126
jueves,31,enero,2019,2019-01-31,3225,969,1381,5575
viernes,1,febrero,2019,2019-02-01,3927,668,1313,5908
sabado,2,febrero,2019,2019-02-02,2241,643,725,3609
domingo,3,febrero,2019,2019-02-03,1909,337,566,2812
lunes,4,febrero,2019,2019-02-04,1946,430,638,3014
martes,5,febrero,2019,2019-02-05,4035,767,1421,6223
miercoles,6,febrero,2019,2019-02-06,4102,1050,1419,6571
jueves,7,febrero,2019,2019-02-07,4212,981,1445,6638
viernes,8,febrero,2019,2019-02-08,3904,1003,1318,6225
sabado,9,febrero,2019,2019-02-09,2369,472,706,3547
domingo,10,febrero,2019,2019-02-10,2131,655,651,3437
lunes,11,febrero,2019,2019-02-11,3818,629,1435,5882
martes,12,febrero,2019,2019-02-12,4073,1027,1436,6536
miercoles,13,febrero,2019,2019-02-13,3187,685,1247,5119
jueves,14,febrero,2019,2019-02-14,4149,1048,1461,6658
viernes,15,febrero,2019,2019-02-15,3818,753,1304,5875
sabado,16,febrero,2019,2019-02-16,2269,598,736,3603
domingo,17,febrero,2019,2019-02-17,1832,408,642,2882
lunes,18,febrero,2019,2019-02-18,3786,935,1368,6089
martes,19,febrero,2019,2019-02-19,4037,927,1494,6458
miercoles,20,febrero,2019,2019-02-20,4030,920,1429,6379
jueves,21,febrero,2019,2019-02-21,3870,680,1432,5982
viernes,22,febrero,2019,2019-02-22,3830,930,1422,6182
sabado,23,febrero,2019,2019-02-23,2117,452,924,3493
domingo,24,febrero,2019,2019-02-24,1785,579,673,3037
lunes,25,febrero,2019,2019-02-25,3346,840,1248,5434
martes,26,febrero,2019,2019-02-26,4034,1068,1427,6529
miercoles,27,febrero,2019,2019-02-27,4003,999,1474,6476
jueves,28,febrero,2019,2019-02-28,4114,1041,1413,6568
viernes,1,marzo,2019,2019-03-01,3885,895,1319,6099
sabado,2,marzo,2019,2019-03-02,2229,644,684,3557
domingo,3,marzo,2019,2019-03-03,1907,577,669,3153
lunes,4,marzo,2019,2019-03-04,3021,766,1198,4985
martes,5,marzo,2019,2019-03-05,3229,806,1318,5353
miercoles,6,marzo,2019,2019-03-06,3917,992,1427,6336
jueves,7,marzo,2019,2019-03-07,4050,868,1314,6232
viernes,8,marzo,2019,2019-03-08,4247,982,1324,6553
sabado,9,marzo,2019,2019-03-09,2329,466,750,3545
domingo,10,marzo,2019,2019-03-10,1943,546,662,3151
lunes,11,marzo,2019,2019-03-11,3871,715,1365,5951
martes,12,marzo,2019,2019-03-12,4029,941,1392,6362
miercoles,13,marzo,2019,2019-03-13,4051,1018,1499,6568
jueves,14,marzo,2019,2019-03-14,4184,976,1361,6521
viernes,15,marzo,2019,2019-03-15,3957,984,1326,6267
sabado,16,marzo,2019,2019-03-16,2120,573,704,3397
domingo,17,marzo,2019,2019-03-17,1845,537,592,2974
lunes,18,marzo,2019,2019-03-18,1953,456,629,3038
martes,19,marzo,2019,2019-03-19,3773,1026,1343,6142
miercoles,20,marzo,2019,2019-03-20,4070,1062,1375,6507
jueves,21,marzo,2019,2019-03-21,4034,1063,1388,6485
viernes,22,marzo,2019,2019-03-22,3906,941,1345,6192
sabado,23,marzo,2019,2019-03-23,2474,665,723,3862
domingo,24,marzo,2019,2019-03-24,1997,592,592,3181
lunes,25,marzo,2019,2019-03-25,3687,780,1362,5829
martes,26,marzo,2019,2019-03-26,4372,1011,1422,6805
miercoles,27,marzo,2019,2019-03-27,4228,919,1464,6611
jueves,28,marzo,2019,2019-03-28,4182,1013,1419,6614
viernes,29,marzo,2019,2019-03-29,4045,703,1303,6051
sabado,30,marzo,2019,2019-03-30,2349,654,921,3924
domingo,31,marzo,2019,2019-03-31,2632,407,875,3914
lunes,1,abril,2019,2019-04-01,3869,965,1367,6201
martes,2,abril,2019,2019-04-02,4361,804,1502,6667
miercoles,3,abril,2019,2019-04-03,4192,1094,1457,6743
jueves,4,abril,2019,2019-04-04,4232,676,1330,6238
viernes,5,abril,2019,2019-04-05,4077,1107,1346,6530
sabado,6,abril,2019,2019-04-06,2387,677,705,3769
domingo,7,abril,2019,2019-04-07,1922,569,607,3098
lunes,8,abril,2019,2019-04-08,3574,918,1252,5744
martes,9,abril,2019,2019-04-09,3974,1104,1488,6566
miercoles,10,abril,2019,2019-04-10,4220,1170,1502,6892
jueves,11,abril,2019,2019-04-11,4157,1138,1484,6779
viernes,12,abril,2019,2019-04-12,4289,1145,1339,6773
sabado,13,abril,2019,2019-04-13,2243,688,700,3631
domingo,14,abril,2019,2019-04-14,1767,555,599,2921
lunes,15,abril,2019,2019-04-15,3554,998,1154,5706
martes,16,abril,2019,2019-04-16,3738,975,1228,5941
miercoles,17,abril,2019,2019-04-17,3399,977,1158,5534
jueves,18,abril,2019,2019-04-18,2289,613,629,3531
viernes,19,abril,2019,2019-04-19,2011,432,575,3018
sabado,20,abril,2019,2019-04-20,2084,447,510,3041
domingo,21,abril,2019,2019-04-21,1680,527,559,2766
lunes,22,abril,2019,2019-04-22,3457,880,1195,5532
martes,23,abril,2019,2019-04-23,4026,1118,1309,6453
miercoles,24,abril,2019,2019-04-24,4214,1097,1392,6703
jueves,25,abril,2019,2019-04-25,4239,1075,1379,6693
viernes,26,abril,2019,2019-04-26,3647,1027,1250,5924
sabado,27,abril,2019,2019-04-27,2046,626,684,3356
domingo,28,abril,2019,2019-04-28,1607,602,700,2909
lunes,29,abril,2019,2019-04-29,3397,980,1304,5681
martes,30,abril,2019,2019-04-30,3618,1089,1373,6080
miercoles,1,mayo,2019,2019-05-01,1966,635,739,3340
jueves,2,mayo,2019,2019-05-02,3839,1170,1295,6304
viernes,3,mayo,2019,2019-05-03,3821,1079,1261,6161
sabado,4,mayo,2019,2019-05-04,2139,616,659,3414
domingo,5,mayo,2019,2019-05-05,2250,683,598,3531
lunes,6,mayo,2019,2019-05-06,3847,1131,1337,6315
martes,7,mayo,2019,2019-05-07,4040,1158,1455,6653
miercoles,8,mayo,2019,2019-05-08,4125,1109,1481,6715
jueves,9,mayo,2019,2019-05-09,3900,1191,1468,6559
viernes,10,mayo,2019,2019-05-10,3246,965,1141,5352
sabado,11,mayo,2019,2019-05-11,2079,659,687,3425
domingo,12,mayo,2019,2019-05-12,2055,575,642,3272
lunes,13,mayo,2019,2019-05-13,3564,1029,1360,5953
martes,14,mayo,2019,2019-05-14,3697,1058,1293,6048
miercoles,15,mayo,2019,2019-05-15,3382,944,1169,5495
jueves,16,mayo,2019,2019-05-16,2840,837,951,4628
viernes,17,mayo,2019,2019-05-17,3141,830,919,4890
sabado,18,mayo,2019,2019-05-18,1963,641,632,3236
domingo,19,mayo,2019,2019-05-19,1680,549,540,2769
lunes,20,mayo,2019,2019-05-20,3642,1078,1288,6008
martes,21,mayo,2019,2019-05-21,3729,1083,1379,6191
miercoles,22,mayo,2019,2019-05-22,3891,1067,1320,6278
jueves,23,mayo,2019,2019-05-23,3855,883,1298,6036
viernes,24,mayo,2019,2019-05-24,3713,1061,1211,5985
sabado,25,mayo,2019,2019-05-25,2093,469,683,3245
domingo,26,mayo,2019,2019-05-26,1848,611,678,3137
lunes,27,mayo,2019,2019-05-27,3745,1067,1303,6115
martes,28,mayo,2019,2019-05-28,4015,1125,1416,6556
miercoles,29,mayo,2019,2019-05-29,4154,1040,1434,6628
jueves,30,mayo,2019,2019-05-30,4048,1049,1363,6460
viernes,31,mayo,2019,2019-05-31,3606,1012,1232,5850
sabado,1,junio,2019,2019-06-01,1792,664,604,3060
domingo,2,junio,2019,2019-06-02,1734,636,521,2891
lunes,3,junio,2019,2019-06-03,3733,1046,1327,6106
martes,4,junio,2019,2019-06-04,3533,1069,1237,5839
miercoles,5,junio,2019,2019-06-05,3076,952,1211,5239
jueves,6,junio,2019,2019-06-06,2742,810,995,4547
viernes,7,junio,2019,2019-06-07,2858,867,984,4709
sabado,8,junio,2019,2019-06-08,2151,594,668,3413
domingo,9,junio,2019,2019-06-09,1909,655,645,3209
lunes,10,junio,2019,2019-06-10,3788,1031,1339,6158
martes,11,junio,2019,2019-06-11,4133,1171,1370,6674
miercoles,12,junio,2019,2019-06-12,4188,1148,1358,6694
jueves,13,junio,2019,2019-06-13,3415,1020,1183,5618
viernes,14,junio,2019,2019-06-14,3672,934,1197,5803
sabado,15,junio,2019,2019-06-15,2165,562,677,3404
domingo,16,junio,2019,2019-06-16,1634,263,551,2448
lunes,17,junio,2019,2019-06-17,3692,1054,1297,6043
martes,18,junio,2019,2019-06-18,3617,1085,1345,6047
miercoles,19,junio,2019,2019-06-19,3897,1051,1267,6215
jueves,20,junio,2019,2019-06-20,3690,898,1287,5875
viernes,21,junio,2019,2019-06-21,3823,1077,1202,6102
sabado,22,junio,2019,2019-06-22,2748,774,945,4467
domingo,23,junio,2019,2019-06-23,1494,598,578,2670
lunes,24,junio,2019,2019-06-24,2979,630,935,4544
martes,25,junio,2019,2019-06-25,3589,856,1203,5648
miercoles,26,junio,2019,2019-06-26,3747,796,1158,5701
jueves,27,junio,2019,2019-06-27,3881,800,1245,5926
viernes,28,junio,2019,2019-06-28,3724,556,1159,5439
sabado,29,junio,2019,2019-06-29,1601,565,661,2827
domingo,30,junio,2019,2019-06-30,1758,457,639,2854
lunes,1,julio,2019,2019-07-01,3446,725,1138,5309
martes,2,julio,2019,2019-07-02,3553,729,1219,5501
miercoles,3,julio,2019,2019-07-03,3823,698,1224,5745
jueves,4,julio,2019,2019-07-04,3485,676,1180,5341
viernes,5,julio,2019,2019-07-05,3822,929,1225,5976
sabado,6,julio,2019,2019-07-06,1964,464,644,3072
domingo,7,julio,2019,2019-07-07,1862,507,633,3002
lunes,8,julio,2019,2019-07-08,2588,819,962,4369
martes,9,julio,2019,2019-07-09,3856,1042,1220,6118
miercoles,10,julio,2019,2019-07-10,3340,796,1172,5308
jueves,11,julio,2019,2019-07-11,3420,755,1117,5292
viernes,12,julio,2019,2019-07-12,3192,588,952,4732
sabado,13,julio,2019,2019-07-13,1797,474,496,2767
domingo,14,julio,2019,2019-07-14,1680,450,532,2662
lunes,15,julio,2019,2019-07-15,3406,808,1110,5324
martes,16,julio,2019,2019-07-16,3631,825,1139,5595
miercoles,17,julio,2019,2019-07-17,3809,840,1231,5880
jueves,18,julio,2019,2019-07-18,2998,707,1119,4824
viernes,19,julio,2019,2019-07-19,3189,799,988,4976
sabado,20,julio,2019,2019-07-20,2013,541,617,3171
domingo,21,julio,2019,2019-07-21,1798,483,559,2840
lunes,22,julio,2019,2019-07-22,3541,813,1108,5462
martes,23,julio,2019,2019-07-23,3269,778,1189,5236
miercoles,24,julio,2019,2019-07-24,3599,854,1207,5660
jueves,25,julio,2019,2019-07-25,2226,626,883,3735
viernes,26,julio,2019,2019-07-26,2451,544,817,3812
sabado,27,julio,2019,2019-07-27,2039,545,649,3233
domingo,28,julio,2019,2019-07-28,2099,465,597,3161
lunes,29,julio,2019,2019-07-29,3305,859,1109,5273
martes,30,julio,2019,2019-07-30,3658,988,1230,5876
miercoles,31,julio,2019,2019-07-31,3549,955,1216,5720
jueves,1,agosto,2019,2019-08-01,3717,945,1239,5901
viernes,2,agosto,2019,2019-08-02,3507,902,1160,5569
sabado,3,agosto,2019,2019-08-03,2066,603,665,3334
domingo,4,agosto,2019,2019-08-04,1702,530,588,2820
lunes,5,agosto,2019,2019-08-05,2723,706,977,4406
martes,6,agosto,2019,2019-08-06,3155,950,1200,5305
miercoles,7,agosto,2019,2019-08-07,3212,732,1065,5009
jueves,8,agosto,2019,2019-08-08,3841,906,1237,5984
viernes,9,agosto,2019,2019-08-09,3199,833,1185,5217
sabado,10,agosto,2019,2019-08-10,1972,625,741,3338
domingo,11,agosto,2019,2019-08-11,1515,540,497,2552
lunes,12,agosto,2019,2019-08-12,3183,867,1113,5163
martes,13,agosto,2019,2019-08-13,3522,910,1204,5636
miercoles,14,agosto,2019,2019-08-14,3685,970,1244,5899
jueves,15,agosto,2019,2019-08-15,3651,885,1228,5764
viernes,16,agosto,2019,2019-08-16,3580,908,1204,5692
sabado,17,agosto,2019,2019-08-17,1990,500,619,3109
domingo,18,agosto,2019,2019-08-18,1700,547,562,2809
lunes,19,agosto,2019,2019-08-19,3315,844,1157,5316
martes,20,agosto,2019,2019-08-20,3683,1051,1342,6076
miercoles,21,agosto,2019,2019-08-21,3759,922,1277,5958
jueves,22,agosto,2019,2019-08-22,3437,878,1123,5438
viernes,23,agosto,2019,2019-08-23,3376,829,1159,5364
sabado,24,agosto,2019,2019-08-24,1957,635,714,3306
domingo,25,agosto,2019,2019-08-25,2238,634,925,3797
lunes,26,agosto,2019,2019-08-26,3438,994,1142,5574
martes,27,agosto,2019,2019-08-27,3674,975,1255,5904
miercoles,28,agosto,2019,2019-08-28,4028,1021,1314,6363
jueves,29,agosto,2019,2019-08-29,3804,917,1275,5996
viernes,30,agosto,2019,2019-08-30,3685,966,1155,5806
sabado,31,agosto,2019,2019-08-31,2175,594,661,3430
domingo,1,septiembre,2019,2019-09-01,1835,583,667,3085
lunes,2,septiembre,2019,2019-09-02,3655,898,1216,5769
martes,3,septiembre,2019,2019-09-03,4005,1087,1375,6467
miercoles,4,septiembre,2019,2019-09-04,3881,973,1351,6205
jueves,5,septiembre,2019,2019-09-05,3727,976,1290,5993
viernes,6,septiembre,2019,2019-09-06,3840,953,1158,5951
sabado,7,septiembre,2019,2019-09-07,2005,613,688,3306
domingo,8,septiembre,2019,2019-09-08,1816,598,605,3019
lunes,9,septiembre,2019,2019-09-09,3553,975,1262,5790
martes,10,septiembre,2019,2019-09-10,3033,826,1106,4965
miercoles,11,septiembre,2019,2019-09-11,3360,851,1157,5368
jueves,12,septiembre,2019,2019-09-12,3586,929,1162,5677
viernes,13,septiembre,2019,2019-09-13,3342,881,1097,5320
sabado,14,septiembre,2019,2019-09-14,1758,491,536,2785
domingo,15,septiembre,2019,2019-09-15,1662,498,506,2666
lunes,16,septiembre,2019,2019-09-16,1145,283,468,1896
martes,17,septiembre,2019,2019-09-17,3000,901,1084,4985
miercoles,18,septiembre,2019,2019-09-18,2923,795,1038,4756
jueves,19,septiembre,2019,2019-09-19,2870,763,987,4620
viernes,20,septiembre,2019,2019-09-20,2976,845,1032,4853
sabado,21,septiembre,2019,2019-09-21,2341,650,738,3729
domingo,22,septiembre,2019,2019-09-22,1784,614,662,3060
lunes,23,septiembre,2019,2019-09-23,3630,923,1203,5756
martes,24,septiembre,2019,2019-09-24,2833,880,1129,4842
miercoles,25,septiembre,2019,2019-09-25,2584,843,1112,4539
jueves,26,septiembre,2019,2019-09-26,3868,989,1251,6108
viernes,27,septiembre,2019,2019-09-27,3740,1034,1211,5985
sabado,28,septiembre,2019,2019-09-28,1990,582,619,3191
domingo,29,septiembre,2019,2019-09-29,1093,434,681,2208
lunes,30,septiembre,2019,2019-09-30,2956,843,1039,4838
sabado,1,febrero,2020,2020-02-01,1890,124,648,2662
domingo,2,febrero,2020,2020-02-02,1472,98,498,2068
lunes,3,febrero,2020,2020-02-03,1603,103,586,2292
martes,4,febrero,2020,2020-02-04,3518,290,1306,5114
miercoles,5,febrero,2020,2020-02-05,3618,326,1299,5243
jueves,6,febrero,2020,2020-02-06,3699,246,1446,5391
viernes,7,febrero,2020,2020-02-07,3778,226,1347,5351
sabado,8,febrero,2020,2020-02-08,2286,120,733,3139
domingo,9,febrero,2020,2020-02-09,1869,114,664,2647
lunes,10,febrero,2020,2020-02-10,3527,270,1328,5125
martes,11,febrero,2020,2020-02-11,3771,275,1401,5447
miercoles,12,febrero,2020,2020-02-12,3884,270,1416,5570
jueves,13,febrero,2020,2020-02-13,3942,261,1336,5539
viernes,14,febrero,2020,2020-02-14,3366,202,1201,4769
sabado,15,febrero,2020,2020-02-15,1939,153,677,2769
domingo,16,febrero,2020,2020-02-16,1695,98,663,2456
lunes,17,febrero,2020,2020-02-17,3575,289,1284,5148
martes,18,febrero,2020,2020-02-18,3880,316,1430,5626
miercoles,19,febrero,2020,2020-02-19,4058,287,1447,5792
jueves,20,febrero,2020,2020-02-20,4003,307,1403,5713
viernes,21,febrero,2020,2020-02-21,3882,209,1386,5477
sabado,22,febrero,2020,2020-02-22,2235,187,910,3332
domingo,23,febrero,2020,2020-02-23,1893,112,666,2671
lunes,24,febrero,2020,2020-02-24,3691,272,1335,5298
martes,25,febrero,2020,2020-02-25,3893,310,1437,5640
miercoles,26,febrero,2020,2020-02-26,3829,297,1409,5535
jueves,27,febrero,2020,2020-02-27,3860,276,1477,5613
viernes,28,febrero,2020,2020-02-28,3886,259,1363,5508
sabado,29,febrero,2020,2020-02-29,2274,131,698,3103
domingo,1,marzo,2020,2020-03-01,1813,107,634,2554
lunes,2,marzo,2020,2020-03-02,3783,267,1293,5343
martes,3,marzo,2020,2020-03-03,4078,279,1366,5723
miercoles,4,marzo,2020,2020-03-04,3919,331,1374,5624
jueves,5,marzo,2020,2020-03-05,4076,309,1368,5753
viernes,6,marzo,2020,2020-03-06,3791,251,1353,5395
sabado,7,marzo,2020,2020-03-07,2141,131,725,2997
domingo,8,marzo,2020,2020-03-08,3071,130,606,3807
lunes,9,marzo,2020,2020-03-09,3222,235,1106,4563
martes,10,marzo,2020,2020-03-10,3892,295,1481,5668
miercoles,11,marzo,2020,2020-03-11,4059,317,1529,5905
jueves,12,marzo,2020,2020-03-12,4005,335,1485,5825
viernes,13,marzo,2020,2020-03-13,3821,264,1414,5499
sabado,14,marzo,2020,2020-03-14,1967,125,644,2736
domingo,15,marzo,2020,2020-03-15,1471,82,545,2098
lunes,16,marzo,2020,2020-03-16,1534,93,554,2181
martes,17,marzo,2020,2020-03-17,3057,208,1100,4365
miercoles,18,marzo,2020,2020-03-18,2822,200,1035,4057
jueves,19,marzo,2020,2020-03-19,2515,171,940,3626
viernes,20,marzo,2020,2020-03-20,2486,166,894,3546
sabado,21,marzo,2020,2020-03-21,1413,94,546,2053
domingo,22,marzo,2020,2020-03-22,2047,80,702,2829
lunes,23,marzo,2020,2020-03-23,2064,140,715,2919
martes,24,marzo,2020,2020-03-24,1993,159,721,2873
miercoles,25,marzo,2020,2020-03-25,2058,117,692,2867
jueves,26,marzo,2020,2020-03-26,1886,139,690,2715
viernes,27,marzo,2020,2020-03-27,1921,130,654,2705
sabado,28,marzo,2020,2020-03-28,1587,79,529,2195
domingo,29,marzo,2020,2020-03-29,1575,68,538,2181
lunes,30,marzo,2020,2020-03-30,1659,104,582,2345
martes,31,marzo,2020,2020-03-31,1694,116,567,2377
miercoles,1,abril,2020,2020-04-01,1634,98,531,2263
jueves,2,abril,2020,2020-04-02,1531,95,533,2159
viernes,3,abril,2020,2020-04-03,1391,90,530,2011
sabado,4,abril,2020,2020-04-04,1192,77,532,1801
domingo,5,abril,2020,2020-04-05,1413,68,541,2022
lunes,6,abril,2020,2020-04-06,1386,80,488,1954
martes,7,abril,2020,2020-04-07,1491,77,561,2129
miercoles,8,abril,2020,2020-04-08,1400,79,504,1983
jueves,9,abril,2020,2020-04-09,1166,59,438,1663
viernes,10,abril,2020,2020-04-10,1218,76,419,1713
sabado,11,abril,2020,2020-04-11,1188,56,459,1703
domingo,12,abril,2020,2020-04-12,1459,61,466,1986
lunes,13,abril,2020,2020-04-13,1297,70,483,1850
martes,14,abril,2020,2020-04-14,1408,78,492,1978
miercoles,15,abril,2020,2020-04-15,1431,78,508,2017
jueves,16,abril,2020,2020-04-16,1384,83,513,1980
viernes,17,abril,2020,2020-04-17,1393,93,521,2007
sabado,18,abril,2020,2020-04-18,1212,82,466,1760
domingo,19,abril,2020,2020-04-19,1481,64,527,2072
lunes,20,abril,2020,2020-04-20,1345,69,476,1890
martes,21,abril,2020,2020-04-21,1198,37,436,1671
miercoles,22,abril,2020,2020-04-22,1213,68,468,1749
jueves,23,abril,2020,2020-04-23,1339,60,462,1861
viernes,24,abril,2020,2020-04-24,1278,71,543,1892
sabado,25,abril,2020,2020-04-25,1201,58,490,1749
domingo,26,abril,2020,2020-04-26,1440,88,581,2109
lunes,27,abril,2020,2020-04-27,1346,66,507,1919
martes,28,abril,2020,2020-04-28,1253,66,464,1783
miercoles,29,abril,2020,2020-04-29,1302,74,482,1858
jueves,30,abril,2020,2020-04-30,1226,74,557,1857
viernes,1,mayo,2020,2020-05-01,1203,66,498,1767
sabado,2,mayo,2020,2020-05-02,1419,65,540,2024
domingo,3,mayo,2020,2020-05-03,1543,50,599,2192
lunes,4,mayo,2020,2020-05-04,1277,73,486,1836
martes,5,mayo,2020,2020-05-05,1195,42,461,1698
miercoles,6,mayo,2020,2020-05-06,1054,62,446,1562
jueves,7,mayo,2020,2020-05-07,1162,67,469,1698
viernes,8,mayo,2020,2020-05-08,1328,71,542,1941
sabado,9,mayo,2020,2020-05-09,1248,54,486,1788
domingo,10,mayo,2020,2020-05-10,1297,48,485,1830
lunes,11,mayo,2020,2020-05-11,1060,61,381,1502
martes,12,mayo,2020,2020-05-12,1375,66,523,1964
miercoles,13,mayo,2020,2020-05-13,1341,70,517,1928
jueves,14,mayo,2020,2020-05-14,1467,78,576,2121
viernes,15,mayo,2020,2020-05-15,1491,85,612,2188
sabado,16,mayo,2020,2020-05-16,1542,63,593,2198
domingo,17,mayo,2020,2020-05-17,1816,43,648,2507
lunes,18,mayo,2020,2020-05-18,1258,49,493,1800
martes,19,mayo,2020,2020-05-19,1484,57,571,2112
miercoles,20,mayo,2020,2020-05-20,1460,60,563,2083
jueves,21,mayo,2020,2020-05-21,1477,0,572,2049
viernes,22,mayo,2020,2020-05-22,1431,0,541,1972
sabado,23,mayo,2020,2020-05-23,1515,0,602,2117
domingo,24,mayo,2020,2020-05-24,1943,0,721,2664
lunes,25,mayo,2020,2020-05-25,1346,64,553,1963
martes,26,mayo,2020,2020-05-26,1612,75,620,2307
miercoles,27,mayo,2020,2020-05-27,1501,65,535,2101
jueves,28,mayo,2020,2020-05-28,1427,73,608,2108
viernes,29,mayo,2020,2020-05-29,1541,80,730,2351
sabado,30,mayo,2020,2020-05-30,1521,74,628,2223
domingo,31,mayo,2020,2020-05-31,1713,53,695,2461
lunes,1,junio,2020,2020-06-01,1461,71,530,2062
martes,2,junio,2020,2020-06-02,1671,75,561,2307
miercoles,3,junio,2020,2020-06-03,1748,79,606,2433
jueves,4,junio,2020,2020-06-04,1776,18,584,2378
viernes,5,junio,2020,2020-06-05,1457,763,635,2855
sabado,6,junio,2020,2020-06-06,1741,657,636,3034
domingo,7,junio,2020,2020-06-07,2186,516,692,3394
lunes,8,junio,2020,2020-06-08,1200,529,504,2233
martes,9,junio,2020,2020-06-09,1493,653,543,2689
miercoles,10,junio,2020,2020-06-10,1745,739,609,3093
jueves,11,junio,2020,2020-06-11,1675,679,587,2941
viernes,12,junio,2020,2020-06-12,1859,718,678,3255
sabado,13,junio,2020,2020-06-13,1970,695,652,3317
domingo,14,junio,2020,2020-06-14,2391,558,755,3704
lunes,15,junio,2020,2020-06-15,1711,659,547,2917
martes,16,junio,2020,2020-06-16,1868,721,648,3237
miercoles,17,junio,2020,2020-06-17,1842,681,649,3172
jueves,18,junio,2020,2020-06-18,1948,633,611,3192
viernes,19,junio,2020,2020-06-19,2029,800,682,3511
sabado,20,junio,2020,2020-06-20,1535,527,590,2652
domingo,21,junio,2020,2020-06-21,2106,618,736,3460
lunes,22,junio,2020,2020-06-22,1070,502,398,1970
martes,23,junio,2020,2020-06-23,1413,577,532,2522
miercoles,24,junio,2020,2020-06-24,1528,626,522,2676
jueves,25,junio,2020,2020-06-25,1541,685,515,2741
viernes,26,junio,2020,2020-06-26,1871,690,621,3182
sabado,27,junio,2020,2020-06-27,1961,693,700,3354
domingo,28,junio,2020,2020-06-28,2568,571,818,3957
lunes,29,junio,2020,2020-06-29,1539,669,521,2729
martes,30,junio,2020,2020-06-30,1778,741,565,3084
miercoles,1,julio,2020,2020-07-01,1780,660,626,3066
jueves,2,julio,2020,2020-07-02,1938,738,667,3343
viernes,3,julio,2020,2020-07-03,1830,742,667,3239
sabado,4,julio,2020,2020-07-04,1823,679,639,3141
domingo,5,julio,2020,2020-07-05,2471,619,758,3848
lunes,6,julio,2020,2020-07-06,1623,702,551,2876
martes,7,julio,2020,2020-07-07,1804,755,646,3205
miercoles,8,julio,2020,2020-07-08,1861,685,627,3173
jueves,9,julio,2020,2020-07-09,1597,690,572,2859
viernes,10,julio,2020,2020-07-10,2053,789,664,3506
sabado,11,julio,2020,2020-07-11,1913,710,674,3297
domingo,12,julio,2020,2020-07-12,2550,605,814,3969
lunes,13,julio,2020,2020-07-13,1835,711,565,3111
martes,14,julio,2020,2020-07-14,1782,774,627,3183
miercoles,15,julio,2020,2020-07-15,2008,738,643,3389
jueves,16,julio,2020,2020-07-16,1735,749,693,3177
viernes,17,julio,2020,2020-07-17,1804,858,697,3359
sabado,18,julio,2020,2020-07-18,1801,706,686,3193
domingo,19,julio,2020,2020-07-19,2312,634,878,3824
lunes,20,julio,2020,2020-07-20,1396,750,581,2727
martes,21,julio,2020,2020-07-21,1644,802,676,3122
miercoles,22,julio,2020,2020-07-22,1715,832,710,3257
jueves,23,julio,2020,2020-07-23,1735,748,697,3180
viernes,24,julio,2020,2020-07-24,1804,763,729,3296
sabado,25,julio,2020,2020-07-25,1801,645,697,3143
domingo,26,julio,2020,2020-07-26,2312,530,763,3605
lunes,27,julio,2020,2020-07-27,1396,617,551,2564
martes,28,julio,2020,2020-07-28,1644,732,654,3030
miercoles,29,julio,2020,2020-07-29,1715,716,650,3081
jueves,30,julio,2020,2020-07-30,1735,737,656,3128
